Date,SPY Put/Call Ratio,SPY Put Volume,SPY Call Volume,Total SPY Options Volume
5/23/13,1.51,538850,356478,895328
5/24/13,2.14,517966,242561,760527
5/28/13,1.6,345670,215898,561568
5/29/13,1.35,383910,283397,667307
5/30/13,1.87,391266,209098,600364
5/31/13,1.83,623616,340128,963744
6/3/13,1.19,452387,380664,833051
6/4/13,1.79,403246,224691,627937
6/5/13,1.45,745536,515482,1261018
6/6/13,1.86,905017,486259,1391276
6/7/13,1.58,601811,380689,982500
6/10/13,1.8,307397,170570,477967
6/11/13,1.84,422772,230004,652776
6/12/13,1.88,481715,256650,738365
6/13/13,1.59,556655,350014,906669
6/14/13,1.66,555999,335712,891711
6/17/13,1.48,432137,291076,723213
6/18/13,1.1,396718,360485,757203
6/19/13,1.75,622542,355825,978367
6/20/13,1.76,1469513,835561,2305074
6/21/13,1.69,844834,499311,1344145
6/24/13,1.46,822465,561780,1384245
6/25/13,2,493671,247229,740900
6/26/13,1.48,471217,317710,788927
6/27/13,1.72,597143,347190,944333
6/28/13,1.73,449461,260501,709962
7/1/13,1.71,408421,238851,647272
7/2/13,1.32,443400,335533,778933
7/3/13,1.81,270672,149868,420540
7/5/13,1.5,425230,282846,708076
7/8/13,1.52,694510,457551,1152061
7/9/13,1.13,510859,451654,962513
7/10/13,1.25,426578,341857,768435
7/11/13,1.2,685740,569656,1255396
7/12/13,1.35,515832,382307,898139
7/15/13,1.22,507495,417599,925094
7/16/13,1.74,485720,278637,764357
7/17/13,1.45,552918,381114,934032
7/18/13,1.15,664644,578033,1242677
7/19/13,1.38,367196,266073,633269
7/22/13,2.29,362466,158074,520540
7/23/13,1.62,285296,175796,461092
7/24/13,1.91,340841,178792,519633
7/25/13,1.65,338525,204866,543391
7/26/13,1.96,521981,266317,788298
7/29/13,1.95,274317,140426,414743
7/30/13,1.35,311831,231571,543402
7/31/13,1.65,385451,233602,619053
8/1/13,1.25,578265,464309,1042574
8/2/13,1.74,521405,300242,821647
8/5/13,1.58,379311,239525,618836
8/6/13,2.77,423070,152573,575643
8/7/13,1.67,335128,200512,535640
8/8/13,1.35,374716,277454,652170
8/9/13,2.1,459166,218132,677298
8/12/13,1.46,286792,196353,483145
8/13/13,1.28,373244,292642,665886
8/14/13,1.73,437841,252411,690252
8/15/13,1.48,770838,519621,1290459
8/16/13,1.91,608286,319157,927443
8/19/13,1.76,473073,268401,741474
8/20/13,1.72,380219,220980,601199
8/21/13,2.41,740639,307312,1047951
8/22/13,1.7,404745,238528,643273
8/23/13,2.1,399958,190691,590649
8/26/13,2,275924,138126,414050
8/27/13,1.7,663285,389211,1052496
8/28/13,1.14,419545,367866,787411
8/29/13,1.83,385188,210103,595291
8/30/13,2.12,437133,206288,643421
9/3/13,2.03,414491,204032,618523
9/4/13,1.54,404240,261754,665994
9/5/13,1.98,421359,212320,633679
9/6/13,1.61,535437,333440,868877
9/9/13,1.32,306055,231716,537771
9/10/13,1.43,534100,372272,906372
9/11/13,1.4,598335,427608,1025943
9/12/13,1.4,431250,307066,738316
9/13/13,1.45,354486,244399,598885
9/16/13,1.22,555268,453962,1009230
9/17/13,1.55,457244,294872,752116
9/18/13,1.04,744312,718486,1462798
9/19/13,0.96,603757,629429,1233186
9/20/13,1.8,574639,319126,893765
9/23/13,2.09,489928,233948,723876
9/24/13,1.52,364334,239787,604121
9/25/13,1.99,451853,227122,678975
9/26/13,1.35,400638,295876,696514
9/27/13,1.85,586718,317767,904485
9/30/13,2.4,577741,240385,818126
10/1/13,1.79,476134,266013,742147
10/2/13,1.43,456204,318708,774912
10/3/13,1.54,564293,365782,930075
10/4/13,1.77,506533,285531,792064
10/7/13,2.04,386981,189401,576382
10/8/13,1.59,640285,401970,1042255
10/9/13,1.68,675931,401949,1077880
10/10/13,1.45,694167,480045,1174212
10/11/13,1.9,588211,308838,897049
10/14/13,1.44,546662,378660,925322
10/15/13,1.48,556365,375255,931620
10/16/13,1.59,840864,529786,1370650
10/17/13,1.24,912667,736275,1648942
10/18/13,1.38,783635,568249,1351884
10/21/13,1.5,409258,272673,681931
10/22/13,1.06,469767,444123,913890
10/23/13,1.81,417911,231172,649083
10/24/13,1.53,354899,231485,586384
10/25/13,1.68,356483,212747,569230
10/28/13,1.53,527937,343993,871930
10/29/13,1.7,355301,209167,564468
10/30/13,1.39,598004,429420,1027424
10/31/13,1.59,421539,265634,687173
11/1/13,1.58,411286,260153,671439
11/4/13,1.69,321288,190082,511370
11/5/13,1.32,319738,243121,562859
11/6/13,1.37,343342,250407,593749
11/7/13,1.57,497612,316566,814178
11/8/13,1.74,524040,301165,825205
11/11/13,1.16,328101,282210,610311
11/12/13,0.97,442190,455745,897935
11/13/13,1.34,477281,356610,833891
11/14/13,1.11,717887,644815,1362702
11/15/13,1.58,468072,296156,764228
11/18/13,1.55,459202,296878,756080
11/19/13,1.28,403464,314459,717923
11/20/13,2.21,592367,267676,860043
11/21/13,1.67,326152,195254,521406
11/22/13,1.34,446745,334426,781171
11/25/13,1.53,385723,251810,637533
11/26/13,1.59,343574,216590,560164
11/27/13,1.42,358884,251980,610864
11/29/13,1.43,386789,270586,657375
12/2/13,1.58,333647,210511,544158
12/3/13,1.76,413417,234367,647784
12/4/13,1.63,479711,293813,773524
12/5/13,1.42,499987,351491,851478
12/6/13,1.8,579979,321559,901538
12/9/13,1.43,375099,261980,637079
12/10/13,1.82,403429,222059,625488
12/11/13,1.24,477402,384874,862276
12/12/13,1.34,482297,359973,842270
12/13/13,2.07,598034,288493,886527
12/16/13,1.88,411281,218805,630086
12/17/13,1.44,451088,312898,763986
12/18/13,1.34,832505,620438,1452943
12/19/13,1,709530,707495,1417025
12/20/13,2.08,888644,427333,1315977
12/23/13,1.4,374637,268369,643006
12/24/13,1.25,248583,199520,448103
12/26/13,1.08,355526,327728,683254
12/27/13,1.06,410332,387838,798170
12/30/13,1.32,390034,296526,686560
12/31/13,1.04,426903,409330,836233
1/2/14,1.8,721118,399712,1120830
1/3/14,1.96,591825,302122,893947
1/6/14,1.4,379739,271789,651528
1/7/14,2.03,423099,208016,631115
1/8/14,1.72,451134,262490,713624
1/9/14,1.61,476895,296378,773273
1/10/14,1.42,518662,365151,883813
1/13/14,1.63,588770,360431,949201
1/14/14,1.12,411956,369098,781054
1/15/14,1.11,460807,416227,877034
1/16/14,1.51,522985,346648,869633
1/17/14,2.25,544058,241735,785793
1/21/14,2.04,366668,180151,546819
1/22/14,3.23,554191,171381,725572
1/23/14,2.1,657220,313442,970662
1/24/14,1.97,968593,492746,1461339
1/27/14,1.8,909561,503979,1413540
1/28/14,1.67,381944,228938,610882
1/29/14,1.64,571683,348465,920148
1/30/14,1.6,484484,302646,787130
1/31/14,2.05,709889,346653,1056542
2/3/14,1.85,1023168,553553,1576721
2/4/14,1.89,694022,367592,1061614
2/5/14,1.9,533267,280940,814207
2/6/14,1.86,612734,329007,941741
2/7/14,1.46,669443,458204,1127647
2/10/14,1.5,366059,244722,610781
2/11/14,1.53,922815,603083,1525898
2/12/14,1.4,421141,301638,722779
2/13/14,1.36,494334,363180,857514
2/14/14,1.35,618477,458790,1077267
2/18/14,1.31,402749,306819,709568
2/19/14,1.81,936367,517570,1453937
2/20/14,1.95,597476,305762,903238
2/21/14,1.4,504055,359027,863082
2/24/14,1.37,524973,382201,907174
2/25/14,1.7,352779,207028,559807
2/26/14,1.69,375111,222396,597507
2/27/14,1.76,451195,255978,707173
2/28/14,1.4,685687,489876,1175563
3/3/14,2.28,538843,236234,775077
3/4/14,1.81,566537,313324,879861
3/5/14,2.02,501608,248170,749778
3/6/14,1.66,557670,336568,894238
3/7/14,1.75,623854,357255,981109
3/10/14,2.28,408557,179556,588113
3/11/14,1.42,462466,326466,788932
3/12/14,1.76,437458,248781,686239
3/13/14,1.41,605376,428678,1034054
3/14/14,2.55,762003,299191,1061194
3/17/14,1.52,385550,254046,639596
3/18/14,1.87,572904,306326,879230
3/19/14,1.42,542595,381996,924591
3/20/14,1.71,593705,348153,941858
3/21/14,1.97,604160,306939,911099
3/24/14,1.85,451650,244383,696033
3/25/14,1.79,328649,183927,512576
3/26/14,1.95,530666,272239,802905
3/27/14,1.63,464904,285929,750833
3/28/14,1.89,602415,318836,921251
3/31/14,1.39,374516,270271,644787
4/1/14,2.16,485731,224810,710541
4/2/14,1.13,395656,349643,745299
4/3/14,1.21,377733,312567,690300
4/4/14,1.77,776521,437552,1214073
4/7/14,1.59,560916,353801,914717
4/8/14,1.67,354733,212424,567157
4/9/14,1.45,360852,248728,609580
4/10/14,1.64,596914,363175,960089
4/11/14,1.95,901887,462832,1364719
4/14/14,2.62,571339,217709,789048
4/15/14,1.54,577596,374710,952306
4/16/14,1.49,681250,458350,1139600
4/17/14,1.47,503179,341480,844659
4/21/14,1.76,323904,183985,507889
4/22/14,1.18,485764,410800,896564
4/23/14,1.72,270329,157419,427748
4/24/14,1.7,362648,213856,576504
4/25/14,2.54,563814,221646,785460
4/28/14,1.37,292751,214399,507150
4/29/14,1.34,264942,197123,462065
4/30/14,1.76,265108,151004,416112
5/1/14,1.72,514562,299180,813742
5/2/14,1.79,503623,280676,784299
5/5/14,1.5,329243,220143,549386
5/6/14,1.35,337141,249485,586626
5/7/14,1.28,275867,214944,490811
5/8/14,1.42,424687,299608,724295
5/9/14,1.56,430956,276307,707263
5/12/14,1.35,425203,315575,740778
5/13/14,1.23,392833,318798,711631
5/14/14,1.75,592626,337931,930557
5/15/14,1.47,783393,532711,1316104
5/16/14,1.73,583108,337975,921083
5/19/14,2.2,356748,162028,518776
5/20/14,2.15,421560,196209,617769
5/21/14,2.16,670673,310986,981659
5/22/14,1.53,369040,240673,609713
5/23/14,1.31,455566,347853,803419
5/27/14,1.9,474676,249249,723925
5/28/14,1.72,401068,232814,633882
5/29/14,1.02,463415,452256,915671
5/30/14,1.47,478577,325702,804279
6/2/14,1.67,467548,279271,746819
6/3/14,1.99,393795,198245,592040
6/4/14,1.35,430763,318383,749146
6/5/14,1.17,696200,594502,1290702
6/6/14,1.36,684096,502929,1187025
6/9/14,1.2,461967,386120,848087
6/10/14,1.66,459406,277407,736813
6/11/14,1.54,390577,253892,644469
6/12/14,1.73,501515,290130,791645
6/13/14,1.81,484080,267852,751932
6/16/14,2.15,443223,206001,649224
6/17/14,1.88,541761,288270,830031
6/18/14,1.94,852245,439222,1291467
6/19/14,1.55,703681,452927,1156608
6/20/14,1.89,641841,340278,982119
6/23/14,2.02,375457,185477,560934
6/24/14,1.89,498531,263329,761860
6/25/14,2.05,382202,186721,568923
6/26/14,2.07,446847,216351,663198
6/27/14,2.01,524110,260376,784486
6/30/14,2.31,493264,213567,706831
7/1/14,1.33,602641,452576,1055217
7/2/14,1.79,494182,276813,770995
7/3/14,1.88,492167,261956,754123
7/7/14,2.49,471621,189564,661185
7/8/14,1.95,569337,292015,861352
7/9/14,2.49,392675,157515,550190
7/10/14,1.85,524277,282690,806967
7/11/14,2.61,720769,275937,996706
7/14/14,1.45,405099,279610,684709
7/15/14,1.65,438173,265748,703921
7/16/14,2.24,764651,341401,1106052
7/17/14,2.12,783129,369153,1152282
7/18/14,2.43,700430,288549,988979
7/21/14,2.72,437612,160938,598550
7/22/14,1.64,355484,216831,572315
7/23/14,1.42,367996,258303,626299
7/24/14,1.96,586755,299892,886647
7/25/14,2.51,649891,258814,908705
7/28/14,1.86,350412,188557,538969
7/29/14,1.78,341154,191605,532759
7/30/14,1.59,439519,276877,716396
7/31/14,1.95,988017,507209,1495226
8/1/14,2.36,1179694,500491,1680185
8/4/14,2.7,676478,250467,926945
8/5/14,2.36,603013,255745,858758
8/6/14,2.22,547500,246158,793658
8/7/14,2.04,786975,386229,1173204
8/8/14,2.18,726756,334012,1060768
8/11/14,2.06,491209,238046,729255
8/12/14,1.79,600950,335051,936001
8/13/14,1.53,459483,301285,760768
8/14/14,1.84,594468,322255,916723
8/15/14,2.72,908469,334363,1242832
8/18/14,1.64,514947,314080,829027
8/19/14,1.74,538864,308841,847705
8/20/14,1.21,511149,422290,933439
8/21/14,1.49,500747,336674,837421
8/22/14,2.15,602436,280042,882478
8/25/14,1.38,359675,259715,619390
8/26/14,1.24,329947,266323,596270
8/27/14,1.57,308872,196809,505681
8/28/14,1.68,416379,247478,663857
8/29/14,2.39,543310,227773,771083
9/2/14,1.76,367277,208462,575739
9/3/14,1.53,390117,254761,644878
9/4/14,1.47,550182,375513,925695
9/5/14,2.02,627981,310773,938754
9/8/14,1.59,380953,239785,620738
9/9/14,2.28,450614,197242,647856
9/10/14,2.64,474155,179921,654076
9/11/14,2.05,510311,248969,759280
9/12/14,2.07,729577,352447,1082024
9/15/14,2.19,511734,233310,745044
9/16/14,1.4,483994,345070,829064
9/17/14,1.49,555120,371817,926937
9/18/14,1.57,557697,355465,913162
9/19/14,2.07,710750,343478,1054228
9/22/14,1.62,522038,321438,843476
9/23/14,2.11,458258,217573,675831
9/24/14,1.5,477349,318366,795715
9/25/14,1.79,719361,402419,1121780
9/26/14,2.47,730548,296188,1026736
9/29/14,2.78,535942,192989,728931
9/30/14,2.11,552515,262030,814545
10/1/14,1.83,884404,482995,1367399
10/2/14,1.55,785525,506282,1291807
10/3/14,2.02,707309,349946,1057255
10/6/14,2.05,473374,230905,704279
10/7/14,2.09,605349,289557,894906
10/8/14,1.59,756594,475316,1231910
10/9/14,2.09,795080,380568,1175648
10/10/14,2.44,1113738,457040,1570778
10/13/14,2.38,1270411,533081,1803492
10/14/14,2.4,1186923,494080,1681003
10/15/14,2.46,1901959,774105,2676064
10/16/14,2.13,1312033,614887,1926920
10/17/14,2.74,954826,348509,1303335
10/20/14,2.3,638039,277864,915903
10/21/14,1.87,1035058,552970,1588028
10/22/14,2.22,865409,390312,1255721
10/23/14,1.41,626925,444288,1071213
10/24/14,1.68,484745,288814,773559
10/27/14,1.73,446703,257946,704649
10/28/14,1.66,726043,437977,1164020
10/29/14,1.41,720535,510539,1231074
10/30/14,1.85,593449,320980,914429
10/31/14,1.04,896095,865128,1761223
11/3/14,1.63,595669,366193,961862
11/4/14,1.4,388788,277736,666524
11/5/14,1.47,468562,317994,786556
11/6/14,1.24,535570,430195,965765
11/7/14,1.64,576462,352177,928639
11/10/14,1.53,474861,309617,784478
11/11/14,1.66,397231,239760,636991
11/12/14,1.32,427243,324780,752023
11/13/14,1.46,611926,418843,1030769
11/14/14,1.73,546986,316192,863178
11/17/14,1.86,436488,235241,671729
11/18/14,1.45,567894,391010,958904
11/19/14,1.79,564394,314800,879194
11/20/14,2.16,628570,290682,919252
11/21/14,1.58,718271,454439,1172710
11/24/14,1.68,389109,231246,620355
11/25/14,2.07,409023,197803,606826
11/26/14,1.58,409158,258151,667309
11/28/14,2.31,524876,227338,752214
12/1/14,2.48,517044,208067,725111
12/2/14,2.01,395327,197016,592343
12/3/14,1.24,380244,306697,686941
12/4/14,1.77,495291,279695,774986
12/5/14,1.92,752576,391796,1144372
12/8/14,2.11,616730,291707,908437
12/9/14,1.94,562163,289599,851762
12/10/14,1.99,636595,319609,956204
12/11/14,1.79,576418,321709,898127
12/12/14,2.49,1072264,430079,1502343
12/15/14,2.46,913199,371125,1284324
12/16/14,2.04,832336,408655,1240991
12/17/14,2.63,1081379,411255,1492634
12/18/14,1.05,764595,725399,1489994
12/19/14,1.7,946019,557587,1503606
12/22/14,1.53,474255,308987,783242
12/23/14,1.85,510516,276001,786517
12/24/14,1.62,275937,169843,445780
12/26/14,1.09,422639,386234,808873
12/29/14,1.34,355021,265433,620454
12/30/14,1.8,580701,321781,902482
12/31/14,1.48,577288,391298,968586
1/2/15,2.6,789157,303486,1092643
1/5/15,2.19,826362,377029,1203391
1/6/15,1.92,754945,393452,1148397
1/7/15,1.59,593878,373175,967053
1/8/15,1.71,674509,393823,1068332
1/9/15,2.04,685057,335827,1020884
1/12/15,2.39,422785,176786,599571
1/13/15,1.58,556711,352775,909486
1/14/15,2,728716,365148,1093864
1/15/15,1.71,703734,412082,1115816
1/16/15,2.15,789481,366832,1156313
1/20/15,2.03,434068,213535,647603
1/21/15,2.03,605587,298892,904479
1/22/15,1.86,600534,322789,923323
1/23/15,1.93,765700,397370,1163070
1/26/15,1.8,402960,224307,627267
1/27/15,1.85,460497,248562,709059
1/28/15,1.78,516112,290123,806235
1/29/15,1.99,775728,390091,1165819
1/30/15,2.53,848370,335027,1183397
2/2/15,1.63,517383,317856,835239
2/3/15,1.94,631515,324970,956485
2/4/15,2.25,444060,197209,641269
2/5/15,1.73,510099,295066,805165
2/6/15,1.76,952765,540680,1493445
2/9/15,1.9,500183,263765,763948
2/10/15,1.68,452752,268715,721467
2/11/15,1.85,431492,233132,664624
2/12/15,1.56,556697,356497,913194
2/13/15,1.97,718077,365246,1083323
2/17/15,1.74,482654,277384,760038
2/18/15,2.19,773750,352627,1126377
2/19/15,1.46,596989,408788,1005777
2/20/15,1.78,586675,330429,917104
2/23/15,1.55,374905,242287,617192
2/24/15,2.08,615948,296780,912728
2/25/15,1.89,554988,293878,848866
2/26/15,1.97,375020,190112,565132
2/27/15,2.03,650926,320577,971503
3/2/15,1.97,398007,201838,599845
3/3/15,2.54,462254,181981,644235
3/4/15,1.98,466007,235383,701390
3/5/15,2.04,339176,166609,505785
3/6/15,2.15,852724,397491,1250215
3/9/15,2.07,386090,186280,572370
3/10/15,1.67,723353,433070,1156423
3/11/15,2.26,548603,242495,791098
3/12/15,1.9,466340,245455,711795
3/13/15,2.09,694944,331765,1026709
3/16/15,1.79,479579,267664,747243
3/17/15,1.5,329087,218964,548051
3/18/15,2.21,810139,366202,1176341
3/19/15,1.39,662196,474776,1136972
3/20/15,1.57,600028,383346,983374
3/23/15,1.91,411746,215216,626962
3/24/15,1.97,470538,239087,709625
3/25/15,2.07,551465,265986,817451
3/26/15,1.82,682322,375404,1057726
3/27/15,1.89,584344,309385,893729
3/30/15,2.12,536716,253252,789968
3/31/15,1.69,424457,251322,675779
4/1/15,2.23,589907,263953,853860
4/2/15,1.9,467960,246850,714810
4/6/15,2.09,400368,191699,592067
4/7/15,1.58,413645,261044,674689
4/8/15,2.17,385557,178080,563637
4/9/15,1.88,473007,251393,724400
4/10/15,2.04,667892,326646,994538
4/13/15,1.55,424125,274456,698581
4/14/15,1.9,443842,233525,677367
4/15/15,1.53,594675,388759,983434
4/16/15,1.62,463949,286843,750792
4/17/15,2.46,819693,333427,1153120
4/20/15,2.01,332148,165098,497246
4/21/15,1.72,382469,222436,604905
4/22/15,2.01,400890,199217,600107
4/23/15,2.16,536192,248554,784746
4/24/15,1.44,558373,386993,945366
4/27/15,2.01,500823,248863,749686
4/28/15,1.53,317604,207558,525162
4/29/15,1.85,478893,259474,738367
4/30/15,2.14,666001,310820,976821
5/1/15,1.87,694633,372035,1066668
5/4/15,2.38,448116,188339,636455
5/5/15,2.14,488655,228035,716690
5/6/15,1.86,614448,330094,944542
5/7/15,1.66,515907,309952,825859
5/8/15,1.66,661166,398738,1059904
5/11/15,1.97,447549,227239,674788
5/12/15,2.74,598879,218570,817449
5/13/15,1.9,367605,192969,560574
5/14/15,1.33,562169,424206,986375
5/15/15,2.39,578090,241470,819560
5/18/15,1.85,520762,281179,801941
5/19/15,1.54,351924,228105,580029
5/20/15,2.32,489025,210718,699743
5/21/15,1.57,412380,263005,675385
5/22/15,1.97,537103,272984,810087
5/26/15,1.96,599426,305688,905114
5/27/15,1.6,470704,293684,764388
5/28/15,2.17,454184,209548,663732
5/29/15,2.67,699302,262324,961626
6/1/15,1.71,430782,251751,682533
6/2/15,2.45,487200,199211,686411
6/3/15,1.8,370701,205937,576638
6/4/15,2.98,897940,301140,1199080
6/5/15,2.15,770510,358713,1129223
6/8/15,1.92,566791,294443,861234
6/9/15,2.09,533464,255580,789044
6/10/15,2.01,582371,289198,871569
6/11/15,1.95,475568,243259,718827
6/12/15,1.91,699050,365477,1064527
6/15/15,1.8,531801,294662,826463
6/16/15,1.58,456344,288588,744932
6/17/15,2.15,589702,274872,864574
6/18/15,1.31,743906,569298,1313204
6/19/15,2.47,659634,266708,926342
6/22/15,1.88,509817,271867,781684
6/23/15,2.34,407139,174027,581166
6/24/15,1.91,507046,265931,772977
6/25/15,1.74,475257,273236,748493
6/26/15,1.87,684202,366378,1050580
6/29/15,2.63,1161392,442152,1603544
6/30/15,2.03,841998,413760,1255758
7/1/15,2.26,691104,305498,996602
7/2/15,2.33,679304,291305,970609
7/6/15,1.99,591618,297892,889510
7/7/15,1.64,723504,439936,1163440
7/8/15,3.11,787358,253229,1040587
7/9/15,2.29,742949,324976,1067925
7/10/15,1.9,807304,424485,1231789
7/13/15,2.12,785084,370682,1155766
7/14/15,1.52,514044,338021,852065
7/15/15,1.58,546163,344618,890781
7/16/15,1.25,763738,612200,1375938
7/17/15,1.99,632086,316988,949074
7/20/15,1.69,526200,310797,836997
7/21/15,1.83,484429,264525,748954
7/22/15,2.04,580781,284726,865507
7/23/15,1.68,565254,337052,902306
7/24/15,2.57,1015436,394892,1410328
7/27/15,2.43,771627,317165,1088792
7/28/15,1.9,577548,304107,881655
7/29/15,1.75,460356,263240,723596
7/30/15,1.42,432168,305144,737312
7/31/15,2.26,663875,294281,958156
8/3/15,1.86,535950,288574,824524
8/4/15,2.12,376869,178053,554922
8/5/15,2.1,448775,214053,662828
8/6/15,1.82,724607,397880,1122487
8/7/15,2.06,866181,419724,1285905
8/10/15,1.85,496603,268869,765472
8/11/15,2.1,689019,328536,1017555
8/12/15,1.91,860969,451786,1312755
8/13/15,2.17,564548,260085,824633
8/14/15,2.26,570668,252936,823604
8/17/15,1.51,482255,318562,800817
8/18/15,1.57,501338,319422,820760
8/19/15,1.89,971127,514928,1486055
8/20/15,2.34,1359275,581975,1941250
8/21/15,3.42,2312576,676857,2989433
8/24/15,3.77,1978736,524873,2503609
8/25/15,2.39,1439911,602432,2042343
8/26/15,2.52,1447340,574290,2021630
8/27/15,2.2,1224279,557050,1781329
8/28/15,2.13,868791,408681,1277472
8/31/15,2.39,821145,343518,1164663
9/1/15,2.53,1037798,409810,1447608
9/2/15,2.48,725235,292644,1017879
9/3/15,1.73,690016,398871,1088887
9/4/15,2.87,988928,345173,1334101
9/8/15,1.83,657876,359283,1017159
9/9/15,1.95,613649,315279,928928
9/10/15,1.76,705566,401398,1106964
9/11/15,1.95,834139,428075,1262214
9/14/15,1.61,458985,285581,744566
9/15/15,1.45,644680,443678,1088358
9/16/15,1.98,929029,469562,1398591
9/17/15,1.48,742649,502115,1244764
9/18/15,1.83,835855,456010,1291865
9/21/15,1.99,638901,320579,959480
9/22/15,1.65,687226,416893,1104119
9/23/15,1.51,599624,396198,995822
9/24/15,1.57,631425,402826,1034251
9/25/15,2.08,783200,377298,1160498
9/28/15,2.04,896283,439711,1335994
9/29/15,1.87,679901,362800,1042701
9/30/15,1.52,600729,393959,994688
10/1/15,1.58,562686,356365,919051
10/2/15,1.97,797636,403973,1201609
10/5/15,1.52,738076,484312,1222388
10/6/15,1.77,624544,353493,978037
10/7/15,1.65,714718,431899,1146617
10/8/15,1.36,671585,492709,1164294
10/9/15,1.21,725735,599142,1324877
10/12/15,1.96,418624,214090,632714
10/13/15,1.53,582410,380149,962559
10/14/15,1.74,703043,404598,1107641
10/15/15,1.73,726176,419233,1145409
10/16/15,2.11,600970,284694,885664
10/19/15,1.55,516859,333994,850853
10/20/15,1.72,530750,309093,839843
10/21/15,1.98,654047,331005,985052
10/22/15,1.25,703100,563859,1266959
10/23/15,1.1,940953,858823,1799776
10/26/15,1.43,362508,252878,615386
10/27/15,1.88,516973,274749,791722
10/28/15,1.24,590787,475526,1066313
10/29/15,1.19,802555,672738,1475293
10/30/15,1.95,788904,404369,1193273
11/2/15,1.54,485346,315874,801220
11/3/15,1.21,698795,577052,1275847
11/4/15,1.53,515845,337604,853449
11/5/15,2.17,624796,287551,912347
11/6/15,1.85,880196,476336,1356532
11/9/15,2.53,830990,328662,1159652
11/10/15,1.41,350817,248633,599450
11/11/15,2.15,384772,178899,563671
11/12/15,2.2,821698,373976,1195674
11/13/15,2.15,1222187,567649,1789836
11/16/15,1.8,745756,415416,1161172
11/17/15,1.88,596520,317771,914291
11/18/15,2.21,923117,418173,1341290
11/19/15,1.48,577087,389774,966861
11/20/15,2.11,682116,323574,1005690
11/23/15,2.68,550844,205706,756550
11/24/15,2.44,596111,243825,839936
11/25/15,2.28,524840,230078,754918
11/27/15,2.13,438313,205494,643807
11/30/15,2.62,689134,262634,951768
12/1/15,2.18,561897,257973,819870
12/2/15,1.78,696404,391935,1088339
12/3/15,2.06,929023,450050,1379073
12/4/15,1.66,815896,492348,1308244
12/7/15,2.03,477851,234893,712744
12/8/15,1.38,388801,282197,670998
12/9/15,1.7,672858,396764,1069622
12/10/15,1.98,668619,337794,1006413
12/11/15,2.11,1154944,547025,1701969
12/14/15,2.59,972931,375229,1348160
12/15/15,1.77,696706,393204,1089910
12/16/15,1.63,801324,492214,1293538
12/17/15,1.64,790497,480548,1271045
12/18/15,2.14,787530,368403,1155933
12/21/15,1.88,523963,278346,802309
12/22/15,2.03,584328,287400,871728
12/23/15,1.64,629289,382719,1012008
12/24/15,1.92,303930,158106,462036
12/28/15,1.85,307101,165773,472874
12/29/15,1.74,466358,268121,734479
12/30/15,2.39,454520,190177,644697
12/31/15,1.97,625693,318189,943882
1/4/16,1.78,835105,469456,1304561
1/5/16,2.04,584610,286672,871282
1/6/16,1.87,724616,387728,1112344
1/7/16,2.24,1180915,527000,1707915
1/8/16,2.22,1075158,485110,1560268
1/11/16,2.61,1089364,417192,1506556
1/12/16,1.7,693482,407329,1100811
1/13/16,2.11,886075,420682,1306757
1/14/16,1.8,1118806,622818,1741624
1/15/16,2.28,1107532,484893,1592425
1/19/16,1.94,661648,341177,1002825
1/20/16,2.39,1669037,696907,2365944
1/21/16,1.61,920626,571093,1491719
1/22/16,1.65,767356,466231,1233587
1/25/16,1.6,501222,312800,814022
1/26/16,1.22,447852,367919,815771
1/27/16,1.53,528866,345991,874857
1/28/16,1.84,515637,280918,796555
1/29/16,1.47,881355,599208,1480563
2/1/16,1.72,571148,331810,902958
2/2/16,1.73,563898,325791,889689
2/3/16,1.7,704897,414043,1118940
2/4/16,2.21,593813,268927,862740
2/5/16,1.79,797204,444857,1242061
2/8/16,1.89,898356,474557,1372913
2/9/16,1.99,680921,341790,1022711
2/10/16,1.84,614631,334503,949134
2/11/16,1.93,903969,467733,1371702
2/12/16,1.91,898249,470100,1368349
2/16/16,1.91,731364,382572,1113936
2/17/16,1.9,1077143,566865,1644008
2/18/16,1.72,785986,456657,1242643
2/19/16,2.12,758179,357427,1115606
2/22/16,1.76,732131,416528,1148659
2/23/16,2.52,643698,255670,899368
2/24/16,1.87,655794,350802,1006596
2/25/16,1.79,585706,327326,913032
2/26/16,1.55,735972,474193,1210165
2/29/16,1.84,652667,354876,1007543
3/1/16,1.25,709951,567921,1277872
3/2/16,1.79,698228,390087,1088315
3/3/16,1.25,688729,549088,1237817
3/4/16,1.19,810738,678829,1489567
3/7/16,1.77,477861,269380,747241
3/8/16,1.79,566910,317573,884483
3/9/16,1.5,566937,378964,945901
3/10/16,1.75,687714,393681,1081395
3/11/16,1.2,784866,653788,1438654
3/14/16,1.5,471223,314004,785227
3/15/16,1.33,512882,385706,898588
3/16/16,1.54,801723,520404,1322127
3/17/16,1.06,837080,789924,1627004
3/18/16,1.33,712080,533931,1246011
3/21/16,1.54,497790,323121,820911
3/22/16,1.56,510229,326317,836546
3/23/16,1.42,564915,398280,963195
3/24/16,1.85,712949,384487,1097436
3/28/16,1.66,385512,232832,618344
3/29/16,1.46,486866,332503,819369
3/30/16,1.11,809817,729378,1539195
3/31/16,1.89,639176,338146,977322
4/1/16,1.47,643106,438850,1081956
4/4/16,1.42,450412,318252,768664
